geneid,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R
gene_14836,-0.173250415,0,-1.863876102,0,-0.173607361,0,0.262311402,0,-5.882440111,0,-2.189544092,0,1.63752673,0,0,0,-2.205363796,0
gene_5116,0,0,1.463915811,0,0.155984418,0,0,0,0,0,0,0,3.261914016,0,2.192156767,0,-1.451557153,0
gene_235,-0.005030434,0,-0.367541857,0,-0.14204368,0,-0.017682406,0,0.505876849,0,0.469172715,0,3.831012603,0,1.650826042,0,-2.322686564,0
gene_2098,-0.449653316,0,-0.089604873,-2.16920899,0.294685573,0,-2.142325421,0,-2.502082417,0,-0.343542953,-1.719666449,2.557754828,0,1.558462468,0,-1.319671909,0
gene_15829,0.088696989,0,0.184177928,0,0.098958742,0,0.779111288,0,0.868422966,0,0.089538263,0,0.550311773,0,0.539471982,0,-0.051875414,-1.587285643
gene_12438,0.081683378,1.199701613,0.317510126,0,0.18292776,0,0.561570587,0,0.501424941,0,-0.051279697,0,0.956782307,0,0.274932012,0,-0.738233504,-1.351497178
gene_193,0.04646297,0,-0.245896212,0,-0.282817059,0,-0.658833908,0,-0.721914174,0,-0.06246768,0,-0.010916063,0,-0.550981475,0,-0.579818457,-2.043436052
gene_15495,-0.452213411,0,-0.628158501,0,-0.149683756,0,-1.023211823,0,-0.971844168,0,0.04732433,0,-0.264779784,0,1.28752953,0,1.512528295,-1.108712138
gene_3045,0.190748391,-1.450233387,0.811495052,-1.466785491,0.286009191,0,-1.118091845,0,-1.039931996,0,0.07666105,0,-0.025203167,0,1.135490729,0,1.135919944,-1.527965335
gene_9507,0.097452417,0,1.561178967,0,1.118246628,0,-0.112979741,0,0.707490573,0,0.799423493,0,1.093021471,2.83274422,1.413614818,0,0.268010884,-2.313258829
gene_9903,0,0,0,0,0,0,1.686584341,0,1.966676686,0,0.181602766,0,0.31870702,0,1.154791191,0,0.687779185,-2.061341355
gene_15890,0.073777145,0,0.126113613,0,0.055345048,0,0.650147332,0,0.622446106,0,-0.027650409,0,0.235982155,0,-0.286916926,0,-0.562399573,0
gene_426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_18476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene_9355,-0.635496092,0,-0.366989431,0,0.268228707,0,0.457640698,0,0.353436774,0,-0.105454571,0,-0.151656502,0,-0.04002604,0,0.071426252,0
gene_1315,0.849787785,0,2.030940539,0,0.778696907,0,-0.275029721,0,0.676957601,0,1.085795728,0,-0.081953286,0,-0.31270912,0,-0.265621969,0
gene_1349,0.622023165,0,1.184855904,0,-0.400907585,0,-2.047667404,0,-0.196085171,0,0.945916308,0,-0.025897301,0,-0.29301539,0,-0.237944617,0
gene_1359,-0.015284005,0,-0.584565652,0,-0.352034107,0,-2.306174589,0,-1.951226814,0,0.4091886,0,0.079554867,0,-0.112655929,0,-0.231231131,0
gene_1448,0.23759607,0,0.544725999,0,0.059253414,0,0.761942594,0,0.531351356,0,-0.227014168,0,-0.48957932,0,-0.697517721,0,-0.152673622,0
gene_4276,0.242848864,0,0.279037051,0,0.035543479,0,0.562528076,0,0.640713932,0,0.077976309,0,0.146002548,0,0.743783817,0,0.557813169,0
gene_6621,-0.075156629,0,-0.805658463,0,-0.348115958,0,1.856482891,0,-0.477171808,0,-1.825648963,0,-0.263233098,0,0.487903004,0,0.779842439,0
gene_8097,0.178672833,0,0.325290466,0,0.138505562,0,0.807756843,0,0.732553028,0,-0.089552828,0,0.026414554,0,-0.635216358,0,-0.700667203,0
gene_770,-0.204608891,0,-2.708474464,0,-0.307858218,0,1.319482498,0,0.964276699,0,-0.35212655,0,1.112759125,0,0.830549907,0,-0.328086049,0
gene_12942,-0.106333097,0,-1.057468086,0,-0.243816001,0,3.045395776,0,4.471826665,0,0.667720598,0,0.026124708,0,-0.869059478,0,-0.797731646,0
gene_13074,-0.072570229,0,0.000131723,0,0.075261676,0,-0.485799661,0,-0.513037926,0,-0.032286991,0,0.272096784,0,0.023339188,0,-0.288599948,0
gene_4332,-0.708019445,0,-0.725241921,0,-0.008477405,0,-0.983117406,0,-0.995823512,0,-0.014855888,0,-0.385767133,0,-0.530759097,0,-0.182215537,0
gene_4330,0.087056497,0,0.577985244,0,0.33222208,0,-0.042798989,0,0.30400926,0,0.336693181,0,-0.178702928,0,0.146985185,0,0.285816686,0
gene_4439,-0.866678947,0,-0.748014025,0,0.116148669,0,0.203871421,0,0.422574212,0,0.248717061,0,0.040151622,0,0.316812263,0,0.239217954,0
gene_16655,-0.004627264,0,0.023290531,0,0.011731074,0,-0.815348992,0,-1.518976356,0,-0.592873982,0,-1.076624897,0,-0.205837555,0,0.764643245,0
gene_16634,-0.236229099,0,-0.581802127,0,-0.211436645,0,-0.092681246,0,-0.043687269,0,0.035822696,0,-0.103458193,0,0.067669827,0,0.133578885,0
gene_1124,0.053006678,0,-0.241296125,0,-0.287151434,0,-0.162928738,0,-0.0632804,0,0.097813849,0,0.597558809,0,0.415052011,0,-0.229165694,0
gene_15463,-0.432953907,0,-0.301831641,0,0.1383535,0,-0.398906371,0,-0.399526943,0,-0.006621042,0,-0.013107129,0,-0.036999778,0,-0.063889715,0
gene_7991,-0.172745363,0,0.034702127,0,0.207934391,0,0.21530289,0,0.355003106,0,0.138223253,0,0.02874611,0,0.363374375,0,0.294479738,0
gene_15418,-0.000390628,0,0.139620107,0,0.13852153,0,0.621088647,0,0.394844692,0,-0.228797871,0,0.075935309,0,0.682524194,0,0.566351742,0
gene_3782,0.902781319,0,1.374580203,0,0.028765085,0,0.772968799,0,0.523974143,0,-0.256788991,0,0.525763632,0,-0.154344474,0,-0.75308535,0
gene_8297,-0.19991641,0,0.524449067,0,0.329980009,0,0.340749495,0,0.740525274,0,0.433997529,0,-0.695318685,0,0.089361837,0,0.785963264,0
gene_9649,0.295007594,0,0.177937585,0,-0.119672896,0,0.652030634,0,0.94811503,0,0.344619741,0,0.153941188,0,-0.23597345,0,-0.427874661,0
gene_12856,-0.564217405,0,-0.98489138,0,-0.393156899,0,-1.855969549,0,-1.669677556,0,0.185146414,0,-0.146932945,0,-0.454665192,0,-0.347616431,0
gene_15588,-0.049415184,0,0.37492889,0,0.355216838,0,-0.848652177,0,-0.460161244,0,0.372637651,0,-0.955909607,0,-0.625679704,0,0.313819348,0
gene_1842,-0.251733584,0,-0.464042963,0,0.022757417,0,0.315611602,0,-1.131792488,0,-1.493034663,0,0.199687173,0,0.573824029,0,0.302074277,0
gene_6029,-0.23949559,0,-0.158535125,0,0.100399173,0,0.227340185,0,0.527981204,0,0.301204427,0,-0.688175972,0,0.286581781,0,0.935401589,0
gene_10348,0.180913868,0,0.0969134,0,-0.11336944,0,0.138350963,0,0.087261349,0,-0.0450162,0,-0.507953944,0,0.069804095,0,0.55176697,0
gene_15523,0.230563034,0,0.718454074,0,0.403713153,0,-0.06198081,0,0.112845525,0,0.177153798,0,0.464167869,0,-0.030134542,0,-0.538322816,0
gene_4786,-0.147953557,0,0.291738043,0,0.253247056,0,-0.004246568,0,-1.178864151,0,-1.098363282,0,-0.14866513,0,-0.95266619,0,-0.836999555,0
gene_15894,0,0,0,0,0,0,0,0,0,0,0,0,-0.306133435,0,-0.466400161,0,-0.049629823,0
gene_15380,0.005211513,0,0.124968558,0,0.117556305,0,0.425874883,0,0.374438497,0,-0.051930642,0,0.414383688,0,0.747198187,0,0.294762872,0
gene_2012,0.15775624,0,0.108864303,0,-0.046882807,0,0.325323169,0,0.359098131,0,0.033934691,0,0.146445396,0,-0.001431264,0,-0.188881283,0
gene_15000,-0.210093697,0,-0.932206648,0,-0.693177934,0,-1.54121201,0,-1.556024573,0,-0.012371819,0,0.030550247,0,-0.40071357,0,-0.470117816,0
gene_15004,-0.286955682,0,-7.924654862,0,-0.482339147,0,-0.984716902,0,-1.49737327,0,-0.314448239,0,0.017198095,0,-0.111604256,0,-0.118312063,0
gene_14944,-0.520055516,0,-0.57131631,0,0.005219834,0,1.341387666,0,0.73395515,0,-0.618335724,0,-0.449893036,0,-0.866084817,0,-0.456899313,0
gene_11176,-0.222027574,0,-0.077609987,0,0.183666012,0,0.171813996,0,0.26991083,0,0.112192926,0,0.298715293,0,0.538623822,0,0.194580006,0
gene_8378,0.135069993,0,0.371437173,0,0.101572663,0,-0.081386935,0,0.654940736,0,0.726374029,0,-0.90104655,0,0.019979395,0,0.888446234,0
gene_5040,0.239337702,0,0.369738764,0,0.12142663,0,0.393414055,0,0.409381015,0,0.01741652,0,0.309895777,0,0.124945381,0,-0.22970743,0
gene_11238,0.02431757,0,-0.002093099,0,-0.023511138,0,0.401001559,0,0.187444984,0,-0.213964033,0,0.0599706,0,0.24911253,0,0.14856446,0
gene_10521,-0.646023598,0,0.068021831,0,0.570116369,0,-0.329434888,0,-0.761999958,0,-0.448683934,0,-0.295021112,0,-0.800511367,0,-0.50830589,0
gene_14121,-0.315431389,0,-0.2289526,0,0.091031413,0,-0.621039967,0,-0.659687076,0,-0.042013881,0,0.103039869,0,-0.430586607,0,-0.573371814,0
gene_11827,-0.142978592,0,0.173751574,0,0.298440025,0,0.162797034,0,0.414780118,0,0.28648696,0,0.045008342,0,0.311067103,0,0.226314439,0
gene_16490,0.077013556,0,0.454856799,0,0.330379436,0,0.43486988,0,0.467358523,0,0.02633858,0,0.565923877,0,0.703836391,0,0.09318287,0
gene_7531,0.350752017,0,0.255431802,0,-0.094785063,0,-0.161855987,0,-0.006464159,0,0.151095081,0,-0.157308989,0,0.00116234,0,0.118097626,0
gene_16470,-0.069757842,0,-0.05093436,0,0.021418265,0,-0.173969166,0,-0.079259164,0,0.0899884,0,-0.144886491,0,0.133517873,0,0.239486061,0
gene_5499,0.151439132,0,0.49462505,0,0.329043644,0,1.123617309,0,1.087616819,0,-0.039921426,0,-0.413316107,0,-0.798645221,0,-0.422598636,0
gene_9837,0.250821837,0,0.00151368,0,-0.249318052,0,-0.085883074,0,-0.16994714,0,-0.086303207,0,0.188084604,0,-0.135898025,0,-0.362670281,0
gene_13455,-0.169401805,0,-0.096849028,0,0.078203176,0,-0.136682002,0,-0.171469796,0,-0.037003711,0,0.491240205,0,0.064155964,0,-0.466425842,0
gene_16115,-0.080481194,0,-0.148788499,0,-0.064643433,0,-0.342821126,0,-0.281211355,0,0.058434499,0,0.06458939,0,0.493627887,0,0.388820709,0
gene_3362,-0.565338573,0,-0.597620649,0,0.056274933,0,0.095793161,0,0.136295711,0,0.047980346,0,-0.696413547,0,-0.888842739,0,-0.017532598,0
gene_10113,-0.005128684,0,-0.059922967,0,-0.047397887,0,-0.301055592,0,-0.401651855,0,-0.105989575,0,-0.162716737,0,0.138937277,0,0.261891276,0
gene_12697,-0.208403621,0,-0.202337041,0,0.013556475,0,-0.783105825,0,-0.738312114,0,0.034197892,0,0.871848703,0,-0.038050662,0,-0.941010395,0
gene_15725,-0.078859251,0,-0.199254092,0,-0.114185408,0,-0.675743889,0,-0.642044601,0,0.030176485,0,0.497355503,0,0.209407074,0,-0.326355209,0
gene_13946,0.180757093,0,0,0,-0.150400729,0,0,0,2.708613361,0,1.250903134,0,-0.97165047,0,-0.110879267,0,0.562719611,0
gene_12639,-0.426412358,0,-0.390571763,0,0.038358752,0,-0.552663588,0,-0.624057556,0,-0.071768725,0,-0.225193052,0,-0.383908441,0,-0.198312677,0
gene_8780,-0.312820264,0,-0.07906016,0,0.23382763,0,-0.148650707,0,-0.085975195,0,0.064145637,0,-0.023574959,0,0.098470638,0,0.08224615,0
gene_8824,-0.502610948,0,-0.124328849,0,0.374582585,0,0.474736037,-2.195490027,0.447119556,0,-0.027535087,0,0.058661919,0,0.276767875,0,0.178829707,0
gene_8828,-0.387820691,0,0.050757408,0,0.43148926,0,-0.219141886,0,-0.309863301,0,-0.096590363,0,-0.160021735,0,0.691607638,0,0.810216651,0
gene_8019,0.44684768,0,0.346743204,0,-0.103473275,0,0.619068529,0,0.483354785,0,-0.136284776,0,-0.096635966,0,-0.972009146,0,-0.911925356,0
gene_8427,0.268103608,0,-1.489141441,0,-0.893969805,0,1.882805024,0,0.886109931,0,-0.991786769,0,-0.844580458,0,-0.017558688,0,0.832107033,0
gene_252,-0.299369164,0,0.206563215,0,0.493334825,0,-0.245965952,0,0.264664715,0,0.510793145,0,-0.114702387,0,-0.302938089,0,-0.226609407,0
gene_12342,-0.11629346,0,-0.240881605,0,-0.119256455,0,0.164592948,0,0.164293593,0,0.000439786,0,0.148095589,0,-0.477176485,0,-0.662846289,0
gene_16358,-0.267405032,0,-0.137533215,0,0.133058976,0,-0.613705061,0,-0.696453687,0,-0.089339354,0,-0.33775529,0,-0.151190833,0,0.14590928,0
gene_14224,-0.377204264,0,-0.26982145,0,0.162042805,0,0.398664052,0,0.52029061,0,0.115981753,0,-0.113050285,0,-0.146893122,0,-0.074439197,0
gene_9968,-0.08386234,0,-0.063709926,0,0.024925785,0,0.036128059,0,0.007907664,0,-0.033430978,0,0.133892398,0,0.862542189,0,0.688368849,0
gene_15778,-0.10715086,0,-0.043130404,0,0.064769644,0,0.79843146,0,0.518225209,0,-0.278140387,0,0.369336854,0,-0.199259262,0,-0.611206456,0
gene_2751,-0.070560448,0,0.050714113,0,0.12413956,0,0.267040506,0,0.270475535,0,0.002279841,0,-0.192323993,0,-0.725001317,0,-0.572351733,0
gene_10975,0.299282138,0,1.918778068,0,0.475193286,0,1.452169657,0,1.135732299,0,-0.348182928,0,0.356853171,0,0.185556318,0,-0.200324329,0
gene_5639,-0.295466631,0,0.185112806,0,0.443574278,0,0.617623698,0,0.188941136,0,-0.415887153,0,0.435690434,0,0.89504617,0,0.417884116,0
gene_15275,-0.133219447,0,-0.649625276,0,-0.502484534,0,-1.100463389,0,-1.146551613,0,-0.047727507,0,0.026973873,0,-0.769893751,0,-0.835906899,0
gene_15320,0.159950706,0,-0.061259571,0,-0.189072413,0,0.460107029,0,0.489018134,0,0.034188623,0,-0.245510819,0,0.74163658,0,0.947262024,0
gene_15257,-0.077630749,0,-0.1963067,0,-0.113480662,0,-0.394871075,0,-0.279863149,0,0.113843971,0,0.512985388,0,0.342391107,0,-0.210906229,0
gene_15175,-0.20254849,0,-2.432716654,0,-0.141584184,0,-0.647557125,0,-0.199161437,0,0.460873955,0,0.039795781,0,0.58896812,0,0.478130111,0
gene_13521,0.034158551,0,0.033726063,0,0.002194985,0,0.447706996,0,0.149336844,0,-0.299967339,0,-0.172327179,0,-0.015153972,0,0.117921399,0
gene_13541,0.178785876,0,-0.382750395,0,-0.49812472,0,0.521487552,0,0.44460981,0,-0.084804985,0,-0.036668687,0,-0.380203083,0,-0.381249672,0
gene_13546,-0.378903296,0,-2.827922112,0,-0.37373872,0,-0.717682314,0,0.84797952,0,1.411334493,0,0.109679239,0,0.392636068,0,0.227774929,0
gene_14058,-0.115776864,0,-0.741966601,0,-0.088566859,0,0.197864432,0,-1.652836556,0,-0.972957968,0,0.509111298,0,0.433471963,0,-0.013137946,0
gene_7688,-0.54762277,0,-0.414827847,0,0.233359457,0,-0.581183008,0,0.204216279,0,0.711183998,0,-0.183325266,0,0.004340467,0,0.152390261,0
gene_1269,-0.167573722,0,0.021363265,0,0.214402131,0,0.05792384,0,0.367935962,0,0.345338303,0,-0.523422708,0,0.216656579,0,0.718020414,0
gene_7944,-0.408593642,0,-0.956015984,0,-0.470846553,0,-1.99968514,0,-1.923102865,0,0.078312191,0,0.02633991,0,0.826219196,0,0.754059579,0
gene_16152,-0.014054962,0,-0.353964302,0,-0.331042056,0,-0.500041546,0,-0.539352366,0,-0.039751974,0,0.290232249,0,-0.650285383,0,-0.97710019,0
gene_8307,0.006844558,0,-0.372384861,0,-0.357555934,0,0.38583014,0,0.219340956,0,-0.166279322,0,0.192259993,0,-0.137899238,0,-0.369535903,0
gene_7933,-0.017735918,0,0.159470409,0,0.172251384,0,-0.381578551,0,-0.388971843,0,-0.00894961,0,0.122899825,0,0.197495208,0,0.036584099,0
gene_4939,0.214669916,0,0.160528052,0,-0.053466319,0,0.330288694,0,0.300830028,0,-0.028976992,0,0.365028309,0,0.898101169,0,0.493334686,0
gene_3948,0.086018411,0,0.426565979,0,0.183382999,0,0.148685363,0,0.364540548,0,0.19254111,0,0.644007379,0,-0.016605052,0,-0.715861829,0
gene_3952,0.681642854,0,0.557507726,0,-0.200872291,0,-0.364429476,0,-0.166927246,0,0.181090115,0,-0.931526359,0,-0.2600398,0,0.638756941,0
gene_3937,-0.297078788,0,-0.288042113,0,0.016372344,0,-0.223650763,0,-0.273001495,0,-0.053309289,0,-0.179185409,0,-0.149564909,0,-0.011262565,0
gene_11068,0.126527388,0,1.131805923,0,0.441628152,0,0.104586418,0,-0.91418946,0,-0.798225758,0,-0.726376741,0,-0.03381734,0,0.68740206,0
gene_9632,-0.413886592,0,-0.352293456,0,0.065112545,0,-0.496881698,0,-0.296748495,0,0.200185545,0,-0.545469287,0,-0.696100906,0,-0.189917161,0
gene_5306,0.318647984,0,0.242765063,0,-0.084926351,0,0.058465086,0,0.240120016,0,0.180953563,0,0.048943777,0,0.018878941,0,-0.069482918,0
gene_14568,0.49557189,0,0.48480912,0,-0.048779267,0,0.18828626,0,-0.004997451,0,-0.196497358,0,0.757855605,0,0.611965712,0,-0.215780851,0
gene_14616,0.072630084,0,0.181424596,0,0.10840432,0,0.500914376,0,0.530281217,0,0.027689756,0,-0.145691528,0,-0.154275982,0,-0.048278112,0
gene_5884,-0.069535917,0,0.150735694,0,0.200540851,0,0.359684045,0,-0.08298416,0,-0.45655592,0,-0.710725956,0,-0.249316162,0,0.421720449,0
gene_5490,0.703243536,0,0.27212231,0,-0.436248104,0,0.553785757,0,0.667276612,0,0.127472362,0,-0.005446304,0,0.03476116,0,-0.000967841,0
gene_20450,-0.15405452,0,0.238081176,0,0.141681636,0,1.848331935,0,2.259593319,0,-0.066782741,0,-0.083522074,0,0.639018067,0,0.792687039,0
gene_2888,0.598292868,0,0.714674001,0,0.038040094,0,1.514092222,0,1.346462514,0,-0.156016924,0,0.153665534,0,0.10625854,0,-0.095778008,0
gene_4584,0.096950285,0,-0.321052341,0,-0.332002682,0,0.174167015,0,-0.677968209,0,-0.856836658,0,0.625557945,0,0.20520841,0,-0.459831404,0
gene_12924,0.183178416,0,0.159256117,0,-0.022747798,0,0.70839792,0,0.770512048,0,0.059771912,0,-0.195587397,0,-0.26673077,0,-0.107221523,0
gene_10911,-0.157176405,0,-0.04776625,0,0.116622647,0,-0.995833142,0,0.275182662,0,1.386196939,0,0.182083332,0,-0.003340212,0,-0.229923601,0
gene_3836,0.355507311,0,0.452340701,0,0.09010591,0,0.925616907,0,0.864035696,0,-0.062941166,0,0.447920166,0,-0.489819687,0,-0.978519715,0
gene_3802,-0.240775345,0,-0.007212455,0,0.242862484,0,-0.077029216,0,-0.613787317,0,-0.532872511,0,-0.222940368,0,0.747598059,0,0.941110329,0
gene_3833,-0.322010634,0,-0.413662139,0,0.134803837,0,0,0,2.726341619,0,1.135712652,0,-0.089022026,0,0.284444384,0,0.327283335,0
gene_10770,0,0,1.273205468,0,0.099234807,0,0,0,0,0,0,0,-1.322637494,0,-0.927480086,0,0.481289435,0
gene_12620,0.067157449,0,0.309784845,0,-0.010034488,0,0.105453376,0,0.572275129,0,0.217688515,0,-0.277474948,0,-0.490592289,0,-0.107647856,0
gene_9452,0.136340206,0,-0.001320329,0,-0.124230172,0,0,0,0,0,-0.064566752,0,-0.555334441,0,-0.064561774,0,0.545734046,0
gene_1300,0.200976517,0,0.108522999,0,-0.103047115,0,0.339725447,0,0.092454599,0,-0.246873485,0,-0.415847321,0,-0.197349878,0,0.171390315,0
gene_12965,-0.122839654,0,-0.23582854,0,-0.052109031,0,0.255943397,0,0.032633376,0,-0.233613206,0,-0.272083552,0,-0.421137031,0,-0.18186148,0
gene_9541,-0.321757628,0,-0.089289492,0,0.247958801,0,0.35511595,0,1.407116945,0,1.04075437,0,-0.293483022,0,-0.976642223,0,-0.70404821,0
gene_16067,0.395467969,0,0.517047477,0,0.096087799,0,0.123478217,0,0.029803726,0,-0.091373104,0,-0.090704545,0,-0.160805679,0,-0.109881933,0
gene_3893,0.154116355,0,-0.439079208,0,-0.587213375,0,0.202224845,0,0.344476942,0,0.146325449,0,0.632218518,0,0.504539284,0,-0.173734353,0
gene_13865,-0.009479036,0,0.043683212,0,0.056829037,0,0.614255979,0,0.833888363,0,0.253653308,0,0.20778114,0,0.275093998,0,0.028393648,0
gene_6327,0.401906444,0,0.257289066,0,-0.507604204,0,1.045323563,0,0.109152224,0,-0.823953422,0,0.164807858,0,0.622400588,0,0.370942997,0
gene_1892,0.293903355,0,0.214379522,0,-0.1073492,0,-0.443554289,0,-0.519066621,0,-0.075732785,0,0.246771426,0,0.808323974,0,0.517576888,0
gene_13282,-0.547358001,0,-0.17022314,0,0.378234899,0,-0.008441949,0,-0.13256441,0,-0.122023706,0,-0.026750032,0,0.04297404,0,0.03066031,0
gene_9100,0.356417817,0,0.233170172,0,-0.133818152,0,0.327922307,0,0.501923008,0,0.17880936,0,0.095575576,0,-0.05446898,0,-0.192177567,0
gene_5780,-0.775950467,0,-0.066754231,0,0.682330312,0,0.375701772,0,0.479882148,0,0.083956242,0,-0.397985347,0,-0.511393608,0,-0.144675851,0
gene_5542,-0.69098821,0,-0.99733821,0,-0.135522129,0,-1.135777192,0,-1.276596058,0,-0.116478456,0,0.741061769,0,-0.051486696,0,-0.843636019,0
gene_14662,0.040093139,0,0.415597005,0,0.342409744,0,0.495677987,0,0.293956775,0,-0.194438133,0,0.542505529,0,0.728178654,0,0.144352417,0
gene_1715,-0.697919011,0,-0.308423297,0,0.377578718,0,0.112346648,0,0.086500507,0,-0.030765899,0,0.636810372,0,0.954693018,0,0.273368481,0
gene_1610,0.623209576,0,0.311237691,0,-0.285835574,0,0.094903907,0,0.249004015,0,0.157344946,0,0.797182465,0,0.854817397,0,0.021135738,0
gene_6594,-0.197143739,0,0.316432463,0,0.378292234,0,-0.322206361,0,-0.252081499,0,0.075392737,0,0.52850721,0,0.404112391,0,-0.173019068,0
gene_2700,-0.265996805,0,-0.303297576,0,-0.024602256,0,-0.62928816,0,-0.769931615,0,-0.144666548,0,0.303159746,0,-0.093263684,0,-0.433203788,0
gene_5137,0.010162555,-1.387758633,0.886164599,0,0.359263498,0,-0.304778135,0,-0.488453828,0,-0.151426613,0,-0.12701746,0,-0.057517195,0,0.059626757,0
gene_12191,-0.021880703,0,0.432017811,0,0.437532007,0,0.437144162,0,0.000176049,0,-0.435506775,0,-0.434553431,0,-0.166030416,0,0.229750858,0
gene_12184,0.047958543,0,0.628608418,0,0.417016952,0,0.55365638,0,-0.198673792,0,-0.747645258,0,-0.064869568,0,-0.988957182,0,-0.970554531,0
gene_13334,-0.494475338,0,-0.522941693,0,-0.019310623,0,-0.283357518,0,-0.297424141,0,-0.015286803,0,-0.035817839,0,-0.250202202,0,-0.253529959,0
gene_16759,0.492858246,0,0.40252285,0,-0.199064324,0,0.068638639,0,1.01970547,0,0.949904391,0,-0.284443146,0,-0.315098744,0,-0.066698535,0
gene_15555,-0.204600409,0,-0.221141954,0,-0.004233793,0,0.390112335,0,0.462229276,0,0.076361161,0,0.011313397,0,0.283622634,0,0.234336032,0
gene_1950,0.025624293,0,0.027592311,0,0.004487466,0,0.288229364,0,-0.029597128,0,-0.317679635,0,-0.339996724,0,-0.275626179,0,0.024803336,0
gene_14330,-0.227835728,0,-0.599631541,0,-0.358348963,0,-0.717160737,0,-0.91117871,0,-0.196757273,0,-0.572104335,0,-0.887519471,0,-0.353563645,0
gene_3254,-0.364591023,0,-0.821877007,0,-0.248384816,0,-0.09405653,0,1.042741537,0,0.975865797,0,-0.212104361,0,0.034030243,0,0.187124935,0
gene_4714,-0.250087187,0,-0.018412127,0,0.236263505,0,-0.54365289,0,-0.629582581,0,-0.091966526,0,-0.005464379,0,0.312934683,0,0.279229522,0
gene_2818,0.624226519,0,0.642012932,0,-0.038457947,0,-0.223062658,0,0.056917579,0,0.282459252,0,-0.042357671,0,-0.537076075,0,-0.5288965,0
gene_13786,-0.133853397,0,0.395647727,0,0.4888483,0,0.100383662,0,0.265504905,0,0.160140276,0,0.480188135,0,0.023232353,0,-0.496433262,0
gene_13743,0.494643136,0,1.379844384,0,0.305096774,0,-2.106647576,0,0.663328641,0,1.724426611,0,0.89414559,0,0.004016785,0,-0.928195297,0
gene_3697,0.008493264,0,0.080097581,0,0.069835115,0,-0.298927033,0,-0.025029987,0,0.27262765,0,0.104219995,0,0.929391067,0,0.780446057,0
gene_5386,0.946520762,0,0.150839747,0,-0.756554127,0,0.364970962,0,0.179558877,0,-0.181485368,0,-0.170194944,0,0.229497428,0,0.360876135,0
gene_686,0.227930323,0,0.282735146,0,0.03917105,0,0.507819365,0,0.431676219,0,-0.08097455,0,0.170729882,0,0.391286607,0,0.181825044,0
gene_294,0.869820953,0,0.476228864,0,-0.304914033,0,-1.648649718,0,-1.241859329,0,0.410736363,0,-0.902820405,0,-0.349665038,0,0.524751281,0
gene_13,0.41634252,0,-0.734224155,0,-0.70738992,0,-1.684515288,0,-1.30877001,0,0.333233874,0,0.690559689,0,0.666072204,0,-0.099133933,0
gene_5515,0.029073946,0,0.075603055,0,0.046499616,0,0.018059416,0,0.128595914,0,0.105275735,0,0.689176816,0,0.980243298,0,0.252794895,0
gene_12559,-0.421637247,0,-0.316477736,0,0.109244372,0,-0.308396817,0,-0.275101386,0,0.034569593,0,0.096512278,0,0.291367387,0,0.153714839,0
gene_10264,-0.17578578,0,-0.717985042,0,-0.343885529,0,-0.277835172,0,-1.13699231,0,-0.883186747,0,0.522510128,0,0.429630456,0,-0.138487547,0
gene_10213,0.166066931,0,0.142226485,0,-0.023803,0,0.498973577,0,0.510288658,0,0.009989581,0,0.400059339,0,0.237544855,0,-0.204397056,0
gene_10199,-0.434006419,0,-0.138227228,0,0.295521695,0,0.787018016,0,0.759279314,0,-0.03728709,0,-0.045600185,0,0.464859411,0,0.469541775,0
gene_10173,-0.394623491,0,0.085534965,0,0.449241065,0,0.18889378,0,0.215214891,0,0.015401547,0,0.6493825,0,0.984394443,0,0.278374954,0
gene_7567,0.117095941,0,0.167891613,0,0.049436999,0,0.804117728,0,0.785871146,0,-0.019061826,0,-0.433679803,0,-0.298391585,0,0.096283619,0
gene_2048,0.733799425,0,0.076855819,0,-0.651573103,0,-0.856278209,0,-0.709362819,0,0.142464155,0,0.17589133,0,0.092205184,0,-0.126848532,0
gene_2013,0.061952671,0,0.366950268,0,0.305951758,0,0.057353357,0,0.0777726,0,0.016375005,0,0.167260817,0,0.306229729,0,0.094899969,0
gene_15405,0.158877499,0,0.538200314,0,0.032892376,0,1.362475104,0,1.234722376,0,-0.12198487,0,-0.451154121,0,0.548741509,0,0.989329259,0
gene_15401,0.631304318,0,0.276978148,0,-0.510257768,0,-0.441224953,0,-0.735958008,0,-0.300007694,0,0.325079578,0,-0.539345788,0,-0.893344453,0
gene_15402,-0.902725838,0,0.095816688,0,0.916727827,0,0.02351174,0,0.175052733,0,0.153759881,0,0.273972049,0,0.243990266,0,-0.069896117,0
gene_12253,0.092198587,0,0.182701168,0,0.090636046,0,0.455645001,0,0.601804922,0,0.146526817,0,0.159529775,0,0.608210905,0,0.407866884,0
gene_14838,-0.004610755,0,0.316243042,0,0.289716123,0,1.169968979,0,1.3876445,0,0.217033104,0,0.374985869,0,0.2816762,0,-0.133359321,0
gene_15752,-0.280883477,0,-0.466848771,0,-0.172026284,0,0.283559923,0,0.307331973,0,0.02545489,0,0.069140524,0,0.391397228,0,0.281481456,0
gene_1763,0.10441094,0,-0.123840734,0,-0.221730816,0,-0.302414385,0,-0.332204486,0,-0.02967355,0,-0.183753171,0,0.06779707,0,0.214212633,0
